"Rank","StoreIndex","MappingIndex","Name","Bytes","MiB","Family","ProposedVerdict","Reason","ProofGate"
"282","356","178","WindowsBase.dll","16208","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"283","84","42","System.Diagnostics.Tracing.dll","16168","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"284","90","45","System.Dynamic.Runtime.dll","16168","0.015","LANGUAGE_RUNTIME","CORE_EMIT","PowerShell's dynamic binding and runtime-shaped objects require the DLR contracts.","Exercise dynamic member binding and emitted delegate invocation."
"285","186","93","System.Numerics.Vectors.dll","16168","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"286","218","109","System.Reflection.dll","16168","0.015","LANGUAGE_RUNTIME","CORE_EMIT","Reflection is a first-class inspection and orchestration capability.","Enumerate, bind, and invoke runtime members from PS1."
"287","264","132","System.Security.Cryptography.Cng.dll","16168","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"288","340","170","System.Xml.Serialization.dll","16168","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"289","342","171","System.Xml.XDocument.dll","16168","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"290","204","102","System.Reflection.Emit.ILGeneration.dll","15696","0.015","LANGUAGE_RUNTIME","CORE_EMIT","ILGenerator is part of the direct no-Roslyn emit lane.","Emit branches, locals, calls, and a return value on Android."
"291","206","103","System.Reflection.Emit.Lightweight.dll","15696","0.015","LANGUAGE_RUNTIME","CORE_EMIT","DynamicMethod provides cheap ephemeral code shapes for RyuJIT.","Create and invoke a DynamicMethod from the SMA runspace."
"292","214","107","System.Reflection.Primitives.dll","15696","0.015","LANGUAGE_RUNTIME","CORE_EMIT","Primitive reflection contracts support inspection and binding.","Satisfied by reflection and direct emit proof lanes."
"293","222","111","System.Resources.ResourceManager.dll","15696","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"294","248","124","System.Runtime.Serialization.Json.dll","15696","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"295","268","134","System.Security.Cryptography.Encoding.dll","15696","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"296","288","144","System.ServiceProcess.dll","15696","0.015","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"297","346","173","System.Xml.XPath.dll","15696","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"298","24","12","Microsoft.Win32.Primitives.dll","15656","0.015","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"299","62","31","System.Data.DataSetExtensions.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"300","68","34","System.Diagnostics.Debug.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"301","96","48","System.Globalization.Calendars.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"302","100","50","System.Globalization.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"303","98","49","System.Globalization.Extensions.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"304","132","66","System.IO.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"305","118","59","System.IO.FileSystem.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"306","130","65","System.IO.UnmanagedMemoryStream.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"307","232","116","System.Runtime.Handles.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"308","236","118","System.Runtime.InteropServices.RuntimeInformation.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"309","242","121","System.Runtime.Loader.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"310","270","135","System.Security.Cryptography.OpenSsl.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"311","272","136","System.Security.Cryptography.Primitives.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"312","282","141","System.Security.SecureString.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"313","294","147","System.Text.Encoding.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"314","292","146","System.Text.Encoding.Extensions.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"315","306","153","System.Threading.Overlapped.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"316","310","155","System.Threading.Tasks.Extensions.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"317","316","158","System.Threading.Thread.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"318","318","159","System.Threading.ThreadPool.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"319","328","164","System.ValueTuple.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"320","334","167","System.Windows.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"321","336","168","System.Xml.Linq.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"322","348","174","System.Xml.XmlDocument.dll","15656","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"323","472","236","System.ServiceModel.Duplex.dll","15432","0.015","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"324","114","57","System.IO.FileSystem.Primitives.dll","15184","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"325","170","85","System.Net.ServicePoint.dll","15184","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"326","28","14","System.AppContext.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"327","30","15","System.Buffers.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"328","80","40","System.Diagnostics.Tools.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"329","104","52","System.IO.Compression.FileSystem.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"330","188","94","System.Numerics.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"331","210","105","System.Reflection.Extensions.dll","15144","0.014","LANGUAGE_RUNTIME","KEEP_IF_CLOSURE","Reflection convenience surface stays only when referenced by the proven language closure.","Static closure plus symbol inspection smoke."
"332","220","110","System.Resources.Reader.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"333","226","113","System.Runtime.CompilerServices.Unsafe.dll","15144","0.014","LOW_LEVEL_RUNTIME","KEEP_IF_CLOSURE","Generated kernels and direct native interop may require unsafe reinterpretation without copies.","Static closure plus zero-copy/native delegate proof."
"334","280","140","System.Security.Principal.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"335","320","160","System.Threading.Timer.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"336","332","166","System.Web.dll","15144","0.014","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"337","672","336","_Microsoft.Android.Resource.Designer.dll","2560","0.002","ANDROID_PLATFORM","ANDROID_PLATFORM","Android framework binding/interop substrate.","Boot, lifecycle, Binder, Surface, IME, and recovery receipts."
"338","673","0","_Microsoft.Android.Resource.Designer.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"339","373","0","AndroidSMA.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"340","517","0","cs/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"341","491","0","cs/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"342","543","0","cs/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"343","569","0","cs/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"344","595","0","cs/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"345","621","0","cs/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"346","647","0","cs/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"347","519","0","de/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"348","493","0","de/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"349","545","0","de/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"350","571","0","de/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"351","597","0","de/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"352","623","0","de/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"353","649","0","de/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"354","521","0","es/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"355","495","0","es/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"356","547","0","es/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"357","573","0","es/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"358","599","0","es/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"359","625","0","es/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"360","651","0","es/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"361","523","0","fr/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"362","497","0","fr/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"363","549","0","fr/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"364","575","0","fr/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"365","601","0","fr/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"366","627","0","fr/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"367","653","0","fr/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"368","375","0","Humanizer.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"369","525","0","it/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"370","499","0","it/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"371","551","0","it/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"372","577","0","it/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"373","603","0","it/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"374","629","0","it/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"375","655","0","it/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"376","527","0","ja/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"377","501","0","ja/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"378","553","0","ja/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"379","579","0","ja/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"380","605","0","ja/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"381","631","0","ja/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"382","657","0","ja/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"383","363","0","Java.Interop.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"384","377","0","Json.More.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"385","379","0","JsonPointer.Net.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"386","381","0","JsonSchema.Net.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"387","529","0","ko/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"388","503","0","ko/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"389","555","0","ko/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"390","581","0","ko/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"391","607","0","ko/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"392","633","0","ko/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"393","659","0","ko/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"394","383","0","Markdig.Signed.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"395","385","0","Microsoft.ApplicationInsights.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"396","387","0","Microsoft.Bcl.AsyncInterfaces.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"397","391","0","Microsoft.CodeAnalysis.CSharp.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"398","389","0","Microsoft.CodeAnalysis.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"399","1","0","Microsoft.CSharp.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"400","3","0","Microsoft.Extensions.Caching.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"401","5","0","Microsoft.Extensions.Configuration.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"402","7","0","Microsoft.Extensions.DependencyInjection.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"403","9","0","Microsoft.Extensions.Diagnostics.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"404","11","0","Microsoft.Extensions.FileProviders.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"405","13","0","Microsoft.Extensions.Hosting.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"406","15","0","Microsoft.Extensions.Logging.Abstractions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"407","393","0","Microsoft.Extensions.ObjectPool.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"408","17","0","Microsoft.Extensions.Options.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"409","19","0","Microsoft.Extensions.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"410","395","0","Microsoft.Management.Infrastructure.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"411","397","0","Microsoft.PowerShell.Commands.Management.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"412","399","0","Microsoft.PowerShell.Commands.Utility.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"413","401","0","Microsoft.PowerShell.ConsoleHost.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"414","403","0","Microsoft.PowerShell.MarkdownRender.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"415","405","0","Microsoft.PowerShell.SDK.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"416","407","0","Microsoft.PowerShell.Security.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"417","21","0","Microsoft.VisualBasic.Core.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"418","23","0","Microsoft.VisualBasic.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"419","25","0","Microsoft.Win32.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"420","409","0","Microsoft.Win32.Registry.AccessControl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"421","27","0","Microsoft.Win32.Registry.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"422","411","0","Microsoft.Win32.SystemEvents.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"423","365","0","Mono.Android.Export.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"424","369","0","Mono.Android.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"425","367","0","Mono.Android.Runtime.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"426","359","0","mscorlib.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"427","361","0","netstandard.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"428","413","0","Newtonsoft.Json.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"429","531","0","pl/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"430","505","0","pl/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"431","557","0","pl/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"432","583","0","pl/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
